hgnc_id	symbol	ensembl_gene_id	% identical aa >0	% identical aa >10	% identical aa >20	% identical aa >30	% identical aa >40	% identical aa >50
HGNC:2916	DLX3	ENSG00000064195	9	9	5	5	2	1
HGNC:2917	DLX4	ENSG00000108813	9	9	7	5	2	0
HGNC:2918	DLX5	ENSG00000105880	9	9	7	4	2	1
HGNC:2919	DLX6	ENSG00000006377	9	9	5	5	1	1
HGNC:30536	DMAC1	ENSG00000137038	0	0	0	0	0	0
HGNC:25496	DMAC2	ENSG00000105341	0	0	0	0	0	0
HGNC:18799	DMAC2L	ENSG00000125375	0	0	0	0	0	0
HGNC:18291	DMAP1	ENSG00000178028	0	0	0	0	0	0
HGNC:2926	DMBT1	ENSG00000187908	14	5	0	0	0	0
HGNC:19026	DMBX1	ENSG00000197587	49	42	6	0	0	0
HGNC:2927	DMC1	ENSG00000100206	6	6	4	1	1	0
HGNC:2928	DMD	ENSG00000198947	36	12	1	1	1	0
HGNC:24475	DMGDH	ENSG00000132837	10	4	2	1	0	0
HGNC:25063	DMKN	ENSG00000161249	0	0	0	0	0	0
HGNC:2932	DMP1	ENSG00000152592	0	0	0	0	0	0
HGNC:2933	DMPK	ENSG00000104936	13	13	6	0	0	0
HGNC:2934	DMRT1	ENSG00000137090	8	6	4	0	0	0
HGNC:2935	DMRT2	ENSG00000173253	8	6	1	0	0	0
HGNC:13909	DMRT3	ENSG00000064218	8	6	3	0	0	0
HGNC:13826	DMRTA1	ENSG00000176399	8	6	3	1	0	0
HGNC:13908	DMRTA2	ENSG00000142700	8	6	2	1	0	0
HGNC:13913	DMRTB1	ENSG00000143006	8	6	4	0	0	0
HGNC:13910	DMRTC1	ENSG00000269502	8	7	2	2	2	2
HGNC:31686	DMRTC1B	ENSG00000184911	8	7	2	2	2	2
HGNC:13911	DMRTC2	ENSG00000142025	8	8	6	0	0	0
HGNC:14603	DMTF1	ENSG00000135164	6	6	0	0	0	0
HGNC:3382	DMTN	ENSG00000158856	3	3	3	3	1	0
HGNC:2936	DMWD	ENSG00000185800	1	1	1	1	1	1
HGNC:2937	DMXL1	ENSG00000172869	1	1	1	1	1	1
HGNC:2938	DMXL2	ENSG00000104093	1	1	1	1	1	1
HGNC:2939	DNA2	ENSG00000138346	10	9	0	0	0	0
HGNC:30539	DNAAF1	ENSG00000154099	13	8	0	0	0	0
HGNC:20188	DNAAF2	ENSG00000165506	2	0	0	0	0	0
HGNC:30492	DNAAF3	ENSG00000167646	1	1	0	0	0	0
HGNC:21493	DNAAF4	ENSG00000256061	18	12	0	0	0	0
HGNC:26013	DNAAF5	ENSG00000164818	0	0	0	0	0	0
HGNC:2940	DNAH1	ENSG00000114841	14	13	12	4	1	0
HGNC:2948	DNAH2	ENSG00000183914	14	13	12	9	0	0
HGNC:2949	DNAH3	ENSG00000158486	14	13	12	5	2	1
HGNC:2950	DNAH5	ENSG00000039139	14	13	12	1	1	1
HGNC:2951	DNAH6	ENSG00000115423	14	13	12	5	0	0
HGNC:18661	DNAH7	ENSG00000118997	14	13	12	8	2	1
HGNC:2952	DNAH8	ENSG00000124721	14	13	12	1	1	1
HGNC:2953	DNAH9	ENSG00000007174	14	13	12	4	2	2
HGNC:2941	DNAH10	ENSG00000197653	14	13	12	4	0	0
HGNC:37121	DNAH10OS	ENSG00000250091	0	0	0	0	0	0
HGNC:2942	DNAH11	ENSG00000105877	14	13	12	2	2	2
HGNC:2943	DNAH12	ENSG00000174844	14	9	2	0	0	0
HGNC:2945	DNAH14	ENSG00000185842	0	0	0	0	0	0
HGNC:2946	DNAH17	ENSG00000187775	14	13	12	4	2	2
HGNC:2954	DNAI1	ENSG00000122735	7	7	1	0	0	0
HGNC:18744	DNAI2	ENSG00000171595	7	7	1	0	0	0
HGNC:5229	DNAJA1	ENSG00000086061	3	3	3	2	2	2
HGNC:14884	DNAJA2	ENSG00000069345	3	3	3	2	2	2
HGNC:11808	DNAJA3	ENSG00000103423	3	3	3	0	0	0
HGNC:14885	DNAJA4	ENSG00000140403	3	3	3	2	2	2
HGNC:5270	DNAJB1	ENSG00000132002	11	11	10	4	3	2
HGNC:5228	DNAJB2	ENSG00000135924	11	11	10	3	1	0
HGNC:14886	DNAJB4	ENSG00000162616	11	11	10	4	3	2
HGNC:14887	DNAJB5	ENSG00000137094	11	11	4	3	2	0
HGNC:14888	DNAJB6	ENSG00000105993	11	11	11	3	3	1
HGNC:24986	DNAJB7	ENSG00000172404	11	11	10	3	1	1
HGNC:23699	DNAJB8	ENSG00000179407	11	11	11	5	3	1
HGNC:6968	DNAJB9	ENSG00000128590	11	11	11	3	0	0
HGNC:14889	DNAJB11	ENSG00000090520	11	11	5	3	0	0
HGNC:14891	DNAJB12	ENSG00000148719	11	11	2	1	1	0
HGNC:30718	DNAJB13	ENSG00000187726	11	11	7	4	3	2
HGNC:25881	DNAJB14	ENSG00000164031	11	11	3	1	1	1
HGNC:20090	DNAJC1	ENSG00000136770	20	8	1	0	0	0
HGNC:13192	DNAJC2	ENSG00000105821	20	6	1	0	0	0
HGNC:9439	DNAJC3	ENSG00000102580	20	5	0	0	0	0
HGNC:5271	DNAJC4	ENSG00000110011	20	19	0	0	0	0
HGNC:16235	DNAJC5	ENSG00000101152	20	20	13	3	2	1
HGNC:24138	DNAJC5B	ENSG00000147570	20	20	12	2	1	1
HGNC:24844	DNAJC5G	ENSG00000163793	20	20	9	2	2	0
HGNC:15469	DNAJC6	ENSG00000116675	1	1	1	1	1	0
HGNC:12392	DNAJC7	ENSG00000168259	20	2	0	0	0	0
HGNC:15470	DNAJC8	ENSG00000126698	0	0	0	0	0	0
HGNC:19123	DNAJC9	ENSG00000213551	20	19	2	0	0	0
HGNC:24637	DNAJC10	ENSG00000077232	20	3	0	0	0	0
HGNC:25570	DNAJC11	ENSG00000007923	20	8	0	0	0	0
HGNC:28908	DNAJC12	ENSG00000108176	20	20	2	0	0	0
HGNC:30343	DNAJC13	ENSG00000138246	20	0	0	0	0	0
HGNC:24581	DNAJC14	ENSG00000135392	20	1	0	0	0	0
HGNC:20325	DNAJC15	ENSG00000120675	1	1	1	1	1	0
HGNC:29157	DNAJC16	ENSG00000116138	20	6	0	0	0	0
HGNC:25556	DNAJC17	ENSG00000104129	20	19	5	0	0	0
HGNC:28429	DNAJC18	ENSG00000170464	20	13	1	0	0	0
HGNC:30528	DNAJC19	ENSG00000205981	1	1	1	1	1	1
HGNC:27030	DNAJC21	ENSG00000168724	20	8	0	0	0	0
HGNC:25802	DNAJC22	ENSG00000178401	0	0	0	0	0	0
HGNC:26979	DNAJC24	ENSG00000170946	20	20	9	0	0	0
HGNC:34187	DNAJC25	ENSG00000059769	20	13	0	0	0	0
HGNC:30290	DNAJC27	ENSG00000115137	68	67	51	0	0	0
HGNC:1297	DNAJC28	ENSG00000177692	1	1	0	0	0	0
HGNC:16410	DNAJC30	ENSG00000176410	20	20	1	0	0	0
HGNC:23247	DNAL1	ENSG00000119661	0	0	0	0	0	0
HGNC:2955	DNAL4	ENSG00000100246	0	0	0	0	0	0
HGNC:14353	DNALI1	ENSG00000163879	0	0	0	0	0	0
HGNC:2956	DNASE1	ENSG00000213918	3	3	3	3	2	1
HGNC:2957	DNASE1L1	ENSG00000013563	3	3	3	3	0	0
HGNC:2958	DNASE1L2	ENSG00000167968	3	3	3	3	2	1
HGNC:2959	DNASE1L3	ENSG00000163687	3	3	3	3	2	0
HGNC:2960	DNASE2	ENSG00000105612	1	1	1	1	0	0
HGNC:28875	DNASE2B	ENSG00000137976	1	1	1	1	0	0
HGNC:23799	DND1	ENSG00000256453	35	21	3	2	0	0
HGNC:24456	DNER	ENSG00000187957	5	5	4	1	0	0
HGNC:26532	DNHD1	ENSG00000179532	14	13	0	0	0	0
HGNC:33879	DNLZ	ENSG00000213221	0	0	0	0	0	0
HGNC:2972	DNM1	ENSG00000106976	6	6	5	3	2	2
HGNC:2973	DNM1L	ENSG00000087470	6	6	5	3	2	0
HGNC:2974	DNM2	ENSG00000079805	6	6	5	3	2	2
HGNC:29125	DNM3	ENSG00000197959	6	6	5	3	2	2
HGNC:30373	DNMBP	ENSG00000107554	2	2	0	0	0	0
HGNC:2976	DNMT1	ENSG00000130816	1	0	0	0	0	0
HGNC:2978	DNMT3A	ENSG00000119772	4	3	1	1	1	0
HGNC:2979	DNMT3B	ENSG00000088305	4	3	1	1	1	0
HGNC:2980	DNMT3L	ENSG00000142182	4	2	2	2	0	0
HGNC:2981	DNPEP	ENSG00000123992	0	0	0	0	0	0
HGNC:21218	DNPH1	ENSG00000112667	0	0	0	0	0	0
HGNC:2983	DNTT	ENSG00000107447	3	3	2	0	0	0
HGNC:16160	DNTTIP1	ENSG00000101457	0	0	0	0	0	0
HGNC:24013	DNTTIP2	ENSG00000067334	0	0	0	0	0	0
HGNC:2985	DOC2A	ENSG00000149927	30	30	20	2	2	2
HGNC:2986	DOC2B	ENSG00000272636	30	29	19	3	2	2
HGNC:2987	DOCK1	ENSG00000150760	10	10	4	4	2	2
HGNC:2988	DOCK2	ENSG00000134516	10	10	4	4	2	2
HGNC:2989	DOCK3	ENSG00000088538	10	10	4	4	1	1
HGNC:19192	DOCK4	ENSG00000128512	10	10	4	4	1	1
HGNC:23476	DOCK5	ENSG00000147459	10	10	4	4	2	2
HGNC:19189	DOCK6	ENSG00000130158	10	10	5	4	2	2
HGNC:19190	DOCK7	ENSG00000116641	10	10	5	2	2	2
HGNC:19191	DOCK8	ENSG00000107099	10	10	5	2	2	2
HGNC:14132	DOCK9	ENSG00000088387	10	10	5	2	2	2
HGNC:23479	DOCK10	ENSG00000135905	10	10	5	2	2	1
HGNC:23483	DOCK11	ENSG00000147251	10	10	5	3	2	2
HGNC:28662	DOHH	ENSG00000129932	0	0	0	0	0	0
HGNC:2990	DOK1	ENSG00000115325	7	7	2	1	0	0
HGNC:2991	DOK2	ENSG00000147443	7	7	2	2	0	0
HGNC:24583	DOK3	ENSG00000146094	7	7	2	0	0	0
HGNC:19868	DOK4	ENSG00000125170	7	7	2	2	2	1
HGNC:16173	DOK5	ENSG00000101134	7	7	4	2	2	2
HGNC:28301	DOK6	ENSG00000206052	7	7	4	2	2	2
HGNC:26594	DOK7	ENSG00000175920	0	0	0	0	0	0
HGNC:23406	DOLK	ENSG00000175283	0	0	0	0	0	0
HGNC:29565	DOLPP1	ENSG00000167130	2	2	0	0	0	0
HGNC:2993	DONSON	ENSG00000159147	0	0	0	0	0	0
HGNC:21194	DOP1A	ENSG00000083097	1	1	1	1	0	0
HGNC:1291	DOP1B	ENSG00000142197	1	1	1	1	1	0
HGNC:24948	DOT1L	ENSG00000104885	0	0	0	0	0	0
HGNC:2995	DPAGT1	ENSG00000172269	0	0	0	0	0	0
HGNC:24542	DPCD	ENSG00000166171	0	0	0	0	0	0
HGNC:3002	DPEP1	ENSG00000015413	2	2	2	2	2	0
HGNC:23028	DPEP2	ENSG00000167261	2	2	2	2	1	1
HGNC:52385	DPEP2NB	ENSG00000263201	0	0	0	0	0	0
HGNC:23029	DPEP3	ENSG00000141096	2	2	2	2	1	1
HGNC:20225	DPF1	ENSG00000011332	9	9	2	2	2	1
HGNC:9964	DPF2	ENSG00000133884	9	8	3	2	2	1
HGNC:17427	DPF3	ENSG00000205683	9	6	2	2	2	0
HGNC:3003	DPH1	ENSG00000108963	1	1	1	0	0	0
HGNC:3004	DPH2	ENSG00000132768	1	1	1	0	0	0
HGNC:27717	DPH3	ENSG00000154813	0	0	0	0	0	0
HGNC:24270	DPH5	ENSG00000117543	0	0	0	0	0	0
HGNC:30543	DPH6	ENSG00000134146	0	0	0	0	0	0
HGNC:25199	DPH7	ENSG00000148399	0	0	0	0	0	0
HGNC:3005	DPM1	ENSG00000000419	1	1	1	0	0	0
HGNC:3006	DPM2	ENSG00000136908	0	0	0	0	0	0
HGNC:3007	DPM3	ENSG00000179085	0	0	0	0	0	0
HGNC:3008	DPP3	ENSG00000254986	0	0	0	0	0	0
HGNC:3009	DPP4	ENSG00000197635	6	6	5	3	1	1
HGNC:3010	DPP6	ENSG00000130226	6	6	4	1	1	0
HGNC:14892	DPP7	ENSG00000176978	2	2	2	1	1	0
HGNC:16490	DPP8	ENSG00000074603	6	6	1	1	1	1
HGNC:18648	DPP9	ENSG00000142002	6	6	4	1	1	1
HGNC:20823	DPP10	ENSG00000175497	6	6	5	3	1	1
HGNC:19197	DPPA2	ENSG00000163530	1	1	1	1	0	0
HGNC:19199	DPPA3	ENSG00000187569	0	0	0	0	0	0
HGNC:19200	DPPA4	ENSG00000121570	1	1	1	1	0	0
HGNC:19201	DPPA5	ENSG00000203909	2	2	2	0	0	0
HGNC:32166	DPRX	ENSG00000204595	49	43	6	0	0	0
HGNC:3011	DPT	ENSG00000143196	0	0	0	0	0	0
HGNC:22205	DPY19L1	ENSG00000173852	3	3	3	1	1	1
HGNC:19414	DPY19L2	ENSG00000177990	3	3	3	1	1	1
HGNC:27120	DPY19L3	ENSG00000178904	3	3	3	1	1	0
HGNC:27829	DPY19L4	ENSG00000156162	3	3	3	1	1	0
HGNC:24590	DPY30	ENSG00000162961	0	0	0	0	0	0
HGNC:3012	DPYD	ENSG00000188641	2	1	0	0	0	0
HGNC:3013	DPYS	ENSG00000147647	5	5	5	5	5	5
HGNC:3014	DPYSL2	ENSG00000092964	5	5	5	5	5	3
HGNC:3015	DPYSL3	ENSG00000113657	5	5	5	5	5	3
HGNC:3016	DPYSL4	ENSG00000151640	5	5	5	5	5	4
HGNC:20637	DPYSL5	ENSG00000157851	5	5	5	5	5	4
HGNC:20410	DQX1	ENSG00000144045	18	18	17	2	1	0
HGNC:3017	DR1	ENSG00000117505	2	2	1	0	0	0
HGNC:25645	DRAM1	ENSG00000136048	4	4	4	1	1	0
HGNC:28769	DRAM2	ENSG00000156171	4	4	4	1	0	0
HGNC:3019	DRAP1	ENSG00000175550	2	2	1	0	0	0
HGNC:25054	DRAXIN	ENSG00000162490	0	0	0	0	0	0
HGNC:24245	DRC1	ENSG00000157856	1	1	0	0	0	0
HGNC:25384	DRC3	ENSG00000171962	13	10	0	0	0	0
HGNC:25289	DRC7	ENSG00000159625	0	0	0	0	0	0
HGNC:3020	DRD1	ENSG00000184845	25	25	19	1	1	1
HGNC:3023	DRD2	ENSG00000149295	18	18	9	1	0	0
HGNC:3024	DRD3	ENSG00000151577	25	25	21	1	0	0
HGNC:3025	DRD4	ENSG00000069696	25	25	17	1	0	0
HGNC:3026	DRD5	ENSG00000169676	25	25	13	1	1	1
HGNC:3029	DRG1	ENSG00000185721	4	4	2	1	1	1
HGNC:3030	DRG2	ENSG00000108591	4	4	1	1	1	1
HGNC:21536	DRGX	ENSG00000165606	49	45	27	2	0	0
HGNC:28031	DRICH1	ENSG00000189269	1	1	0	0	0	0
HGNC:17904	DROSHA	ENSG00000113360	0	0	0	0	0	0
HGNC:3032	DRP2	ENSG00000102385	36	8	2	2	2	2
HGNC:3035	DSC1	ENSG00000134765	6	6	6	2	2	2
HGNC:3036	DSC2	ENSG00000134755	6	6	6	2	2	2
HGNC:3037	DSC3	ENSG00000134762	6	6	6	2	2	2
HGNC:3039	DSCAM	ENSG00000171587	36	8	1	1	1	1
HGNC:14656	DSCAML1	ENSG00000177103	36	7	1	1	1	1
HGNC:24453	DSCC1	ENSG00000136982	0	0	0	0	0	0
HGNC:21144	DSE	ENSG00000111817	1	1	1	1	0	0
HGNC:18144	DSEL	ENSG00000171451	1	1	1	1	0	0
HGNC:3048	DSG1	ENSG00000134760	6	6	4	3	1	0
HGNC:3049	DSG2	ENSG00000046604	6	6	6	3	0	0
HGNC:3050	DSG3	ENSG00000134757	6	6	6	3	2	0
HGNC:21307	DSG4	ENSG00000175065	6	6	6	3	2	0
HGNC:16165	DSN1	ENSG00000149636	0	0	0	0	0	0
HGNC:3052	DSP	ENSG00000096696	36	6	3	1	0	0
HGNC:3054	DSPP	ENSG00000152591	0	0	0	0	0	0
HGNC:1090	DST	ENSG00000151914	36	6	2	1	1	1
HGNC:15750	DSTN	ENSG00000125868	2	2	2	2	2	2
HGNC:29043	DSTYK	ENSG00000133059	6	4	0	0	0	0
HGNC:16219	DTD1	ENSG00000125821	1	1	0	0	0	0
HGNC:20277	DTD2	ENSG00000129480	1	1	1	0	0	0
HGNC:37261	DTHD1	ENSG00000197057	1	0	0	0	0	0
HGNC:30288	DTL	ENSG00000143476	0	0	0	0	0	0
HGNC:3057	DTNA	ENSG00000134769	36	19	1	1	1	1
HGNC:3058	DTNB	ENSG00000138101	36	25	6	1	1	1
HGNC:17328	DTNBP1	ENSG00000047579	2	2	1	0	0	0
HGNC:30926	DTWD1	ENSG00000104047	1	1	0	0	0	0
HGNC:19334	DTWD2	ENSG00000169570	0	0	0	0	0	0
HGNC:3060	DTX1	ENSG00000135144	4	4	3	2	2	1
HGNC:15973	DTX2	ENSG00000091073	4	4	3	2	2	0
HGNC:24457	DTX3	ENSG00000178498	4	4	4	1	0	0
HGNC:30323	DTX3L	ENSG00000163840	4	4	0	0	0	0
HGNC:29151	DTX4	ENSG00000110042	4	4	2	2	2	1
HGNC:3061	DTYMK	ENSG00000168393	1	1	1	0	0	0
HGNC:3062	DUOX1	ENSG00000137857	6	6	1	1	1	1
HGNC:13273	DUOX2	ENSG00000140279	6	6	1	1	1	1
HGNC:26507	DUOXA1	ENSG00000140254	1	1	1	1	0	0
HGNC:32698	DUOXA2	ENSG00000140274	1	1	1	1	1	1
HGNC:23481	DUPD1	ENSG00000188716	30	30	24	4	2	0
HGNC:30086	DUS1L	ENSG00000169718	3	3	2	0	0	0
HGNC:26014	DUS2	ENSG00000167264	3	3	1	0	0	0
HGNC:26920	DUS3L	ENSG00000141994	3	3	0	0	0	0
HGNC:21517	DUS4L	ENSG00000105865	3	3	3	1	0	0
HGNC:3064	DUSP1	ENSG00000120129	30	30	12	6	3	1
HGNC:3068	DUSP2	ENSG00000158050	30	30	15	8	3	2
HGNC:3069	DUSP3	ENSG00000108861	30	30	26	7	1	0
HGNC:3070	DUSP4	ENSG00000120875	30	29	11	3	3	1
HGNC:3071	DUSP5	ENSG00000138166	30	28	12	3	2	0
HGNC:3072	DUSP6	ENSG00000139318	30	29	11	6	2	2
HGNC:3073	DUSP7	ENSG00000164086	30	28	11	2	2	1
HGNC:3074	DUSP8	ENSG00000184545	30	14	1	1	1	0
HGNC:3076	DUSP9	ENSG00000130829	30	29	12	2	2	2
HGNC:3065	DUSP10	ENSG00000143507	30	26	7	0	0	0
HGNC:3066	DUSP11	ENSG00000144048	1	1	1	0	0	0
HGNC:3067	DUSP12	ENSG00000081721	30	28	3	0	0	0
HGNC:19681	DUSP13	ENSG00000079393	30	30	19	2	0	0
HGNC:17007	DUSP14	ENSG00000276023	30	30	27	6	2	0
HGNC:16236	DUSP15	ENSG00000149599	30	27	2	0	0	0
HGNC:17909	DUSP16	ENSG00000111266	30	15	3	1	1	0
HGNC:18484	DUSP18	ENSG00000167065	30	30	27	5	2	1
HGNC:18894	DUSP19	ENSG00000162999	30	30	26	3	0	0
HGNC:20476	DUSP21	ENSG00000189037	30	30	27	2	2	1
HGNC:16077	DUSP22	ENSG00000112679	30	30	26	3	1	0
HGNC:21480	DUSP23	ENSG00000158716	0	0	0	0	0	0
HGNC:28161	DUSP26	ENSG00000133878	30	30	28	5	2	0
HGNC:25034	DUSP27	ENSG00000198842	30	2	0	0	0	0
HGNC:33237	DUSP28	ENSG00000188542	30	30	27	3	0	0
HGNC:3078	DUT	ENSG00000128951	0	0	0	0	0	0
HGNC:50800	DUX4	ENSG00000260596	49	27	0	0	0	0
HGNC:32179	DUXA	ENSG00000258873	49	43	1	0	0	0
HGNC:3084	DVL1	ENSG00000107404	3	3	2	2	2	2
HGNC:3086	DVL2	ENSG00000004975	3	3	2	2	2	2
HGNC:3087	DVL3	ENSG00000161202	3	3	2	2	2	2
HGNC:2992	DXO	ENSG00000204348	0	0	0	0	0	0
HGNC:23460	DYDC1	ENSG00000170788	1	1	1	0	0	0
HGNC:23468	DYDC2	ENSG00000133665	1	1	1	0	0	0
HGNC:21317	DYM	ENSG00000141627	0	0	0	0	0	0
HGNC:26808	DYNAP	ENSG00000178690	0	0	0	0	0	0
HGNC:2961	DYNC1H1	ENSG00000197102	14	13	10	0	0	0
HGNC:2963	DYNC1I1	ENSG00000158560	7	7	1	1	1	1
HGNC:2964	DYNC1I2	ENSG00000077380	7	7	1	1	1	1
HGNC:18745	DYNC1LI1	ENSG00000144635	1	1	1	1	1	1
HGNC:2966	DYNC1LI2	ENSG00000135720	1	1	1	1	1	1
HGNC:2962	DYNC2H1	ENSG00000187240	14	13	12	0	0	0
HGNC:24595	DYNC2LI1	ENSG00000138036	0	0	0	0	0	0
HGNC:15476	DYNLL1	ENSG00000088986	1	1	1	1	1	1
HGNC:24596	DYNLL2	ENSG00000264364	1	1	1	1	1	1
HGNC:15468	DYNLRB1	ENSG00000125971	1	1	1	1	1	1
HGNC:15467	DYNLRB2	ENSG00000168589	1	1	1	1	1	1
HGNC:11697	DYNLT1	ENSG00000146425	5	5	4	1	1	1
HGNC:11694	DYNLT3	ENSG00000165169	5	5	4	1	1	1
HGNC:3091	DYRK1A	ENSG00000157540	12	12	7	1	1	1
HGNC:3092	DYRK1B	ENSG00000105204	12	12	8	1	1	1
HGNC:3093	DYRK2	ENSG00000127334	12	12	9	3	1	1
HGNC:3094	DYRK3	ENSG00000143479	12	12	9	3	1	1
HGNC:3095	DYRK4	ENSG00000010219	12	12	12	4	2	0
HGNC:3097	DYSF	ENSG00000135636	4	4	4	3	1	1
HGNC:23279	DYTN	ENSG00000232125	36	20	0	0	0	0
HGNC:15858	DZANK1	ENSG00000089091	0	0	0	0	0	0
HGNC:20908	DZIP1	ENSG00000134874	4	1	1	0	0	0
HGNC:26551	DZIP1L	ENSG00000158163	4	1	1	1	0	0
HGNC:30938	DZIP3	ENSG00000198919	4	0	0	0	0	0
HGNC:3113	E2F1	ENSG00000101412	7	7	5	2	1	0
HGNC:3114	E2F2	ENSG00000007968	7	7	5	2	2	0
HGNC:3115	E2F3	ENSG00000112242	7	7	5	2	1	0
HGNC:3118	E2F4	ENSG00000205250	7	7	6	1	1	0
HGNC:3119	E2F5	ENSG00000133740	7	7	7	2	1	1
HGNC:3120	E2F6	ENSG00000169016	7	7	5	3	0	0
HGNC:23820	E2F7	ENSG00000165891	7	2	1	1	0	0
HGNC:24727	E2F8	ENSG00000129173	7	2	1	1	0	0
HGNC:3121	E4F1	ENSG00000167967	38	33	1	0	0	0
HGNC:20907	EAF1	ENSG00000144597	1	1	1	1	1	1
HGNC:23115	EAF2	ENSG00000145088	1	1	1	1	1	1
HGNC:19312	EAPP	ENSG00000129518	0	0	0	0	0	0
HGNC:29419	EARS2	ENSG00000103356	2	2	0	0	0	0
HGNC:3123	EBAG9	ENSG00000147654	0	0	0	0	0	0
HGNC:3126	EBF1	ENSG00000164330	3	3	3	3	3	3
HGNC:19090	EBF2	ENSG00000221818	3	3	3	3	3	3
HGNC:19087	EBF3	ENSG00000108001	3	3	3	3	3	3
HGNC:29278	EBF4	ENSG00000088881	3	3	3	3	3	3
HGNC:3129	EBI3	ENSG00000105246	23	23	5	0	0	0
HGNC:39430	EBLN1	ENSG00000223601	1	1	1	1	1	0
HGNC:25493	EBLN2	ENSG00000255423	1	1	1	1	1	1
HGNC:15531	EBNA1BP2	ENSG00000117395	0	0	0	0	0	0
HGNC:3133	EBP	ENSG00000147155	1	1	1	0	0	0
HGNC:18061	EBPL	ENSG00000123179	1	1	1	0	0	0
HGNC:17029	ECD	ENSG00000122882	0	0	0	0	0	0
HGNC:3146	ECE1	ENSG00000117298	6	6	6	5	1	1
HGNC:13275	ECE2	ENSG00000145194	6	6	6	5	1	1
HGNC:3147	ECEL1	ENSG00000171551	6	6	6	4	0	0
HGNC:3149	ECH1	ENSG00000104823	13	13	5	0	0	0
HGNC:21489	ECHDC1	ENSG00000093144	13	13	1	0	0	0
HGNC:23408	ECHDC2	ENSG00000121310	13	13	13	2	1	1
HGNC:23489	ECHDC3	ENSG00000134463	13	13	6	0	0	0
HGNC:3151	ECHS1	ENSG00000127884	13	13	11	2	0	0
HGNC:2703	ECI1	ENSG00000167969	13	13	3	0	0	0
HGNC:14601	ECI2	ENSG00000198721	4	3	0	0	0	0
HGNC:3153	ECM1	ENSG00000143369	0	0	0	0	0	0
HGNC:3154	ECM2	ENSG00000106823	10	8	0	0	0	0
HGNC:29020	ECPAS	ENSG00000136813	1	1	0	0	0	0
HGNC:35454	ECSCR	ENSG00000249751	0	0	0	0	0	0
HGNC:29548	ECSIT	ENSG00000130159	0	0	0	0	0	0
HGNC:3155	ECT2	ENSG00000114346	0	0	0	0	0	0
HGNC:21118	ECT2L	ENSG00000203734	10	6	0	0	0	0
HGNC:3157	EDA	ENSG00000158813	37	36	21	1	0	0
HGNC:17756	EDA2R	ENSG00000131080	2	2	2	1	0	0
HGNC:2895	EDAR	ENSG00000135960	2	2	0	0	0	0
HGNC:14341	EDARADD	ENSG00000186197	0	0	0	0	0	0
HGNC:26114	EDC3	ENSG00000179151	0	0	0	0	0	0
HGNC:17157	EDC4	ENSG00000038358	0	0	0	0	0	0
HGNC:16978	EDDM3A	ENSG00000181562	1	1	1	1	1	1
HGNC:19223	EDDM3B	ENSG00000181552	1	1	1	1	1	1
HGNC:53168	EDDM13	ENSG00000267710	0	0	0	0	0	0
HGNC:18967	EDEM1	ENSG00000134109	6	6	6	2	0	0
HGNC:15877	EDEM2	ENSG00000088298	6	6	6	2	0	0
HGNC:16787	EDEM3	ENSG00000116406	6	6	2	0	0	0
HGNC:3164	EDF1	ENSG00000107223	0	0	0	0	0	0
HGNC:3173	EDIL3	ENSG00000164176	35	19	4	3	1	0
HGNC:3176	EDN1	ENSG00000078401	2	2	2	0	0	0
HGNC:3177	EDN2	ENSG00000127129	2	2	2	1	0	0
HGNC:3178	EDN3	ENSG00000124205	2	2	2	0	0	0
HGNC:3179	EDNRA	ENSG00000151617	15	15	7	1	1	1
HGNC:3180	EDNRB	ENSG00000136160	15	15	5	1	1	0
HGNC:24640	EDRF1	ENSG00000107938	0	0	0	0	0	0
HGNC:3185	EEA1	ENSG00000102189	0	0	0	0	0	0
HGNC:3188	EED	ENSG00000074266	0	0	0	0	0	0
HGNC:3189	EEF1A1	ENSG00000156508	18	18	16	4	1	1
HGNC:3192	EEF1A2	ENSG00000101210	18	18	16	4	1	1
HGNC:27351	EEF1AKMT1	ENSG00000150456	0	0	0	0	0	0
HGNC:33787	EEF1AKMT2	ENSG00000203791	0	0	0	0	0	0
HGNC:24936	EEF1AKMT3	ENSG00000123427	4	4	3	1	1	0
HGNC:53611	EEF1AKMT4	ENSG00000284753	2	2	2	0	0	0
HGNC:24248	EEF1AKNMT	ENSG00000010165	2	1	0	0	0	0
HGNC:3208	EEF1B2	ENSG00000114942	2	2	2	1	1	1
HGNC:3211	EEF1D	ENSG00000104529	2	2	0	0	0	0
HGNC:3212	EEF1E1	ENSG00000124802	0	0	0	0	0	0
HGNC:3213	EEF1G	ENSG00000254772	14	8	0	0	0	0
HGNC:3214	EEF2	ENSG00000167658	18	9	2	2	0	0
HGNC:24615	EEF2K	ENSG00000103319	4	3	0	0	0	0
HGNC:32221	EEF2KMT	ENSG00000118894	3	3	3	2	2	2
HGNC:24614	EEFSEC	ENSG00000132394	18	18	0	0	0	0
HGNC:22223	EEPD1	ENSG00000122547	0	0	0	0	0	0
HGNC:25678	EFCAB1	ENSG00000034239	14	14	13	0	0	0
HGNC:28166	EFCAB2	ENSG00000203666	20	20	16	4	0	0
HGNC:26379	EFCAB3	ENSG00000172421	20	1	0	0	0	0
HGNC:24801	EFCAB5	ENSG00000176927	1	0	0	0	0	0
HGNC:24204	EFCAB6	ENSG00000186976	5	0	0	0	0	0
